created_at,full_text,sentiment
2023-07-17 10:51:36+00:00,"['hallo', 'kak', 'nabila', 'kenalin', 'rocky', 'konsultan', 'asuransinya', 'allianz', 'nih', 'sekian', 'rep', 'twt', 'kakak', 'yg', 'allianz', 'nih', 'asuransi', 'kesehatan', 'alz', 'emang', 'bagus', 'worth', 'it', 'loh', 'manfaatnya', 'info', 'via', 'dm', 'ya', 'kak', 't', 'co', 'xhkaxijje']",2
2023-07-17 09:47:26+00:00,"['gojek', 'allianz', 'perlindungan', 'asuransi', 'penumpang', 'goride', 't', 'co', 'bjrwlnvkid']",2
2023-07-17 09:35:25+00:00,"['gojek', 'allianz', 'perlindungan', 'asuransi', 'penumpang', 'goride', 't', 'co', 'terupypen']",1
2023-07-17 09:29:07+00:00,"['gojek', 'allianz', 'perlindungan', 'asuransi', 'penumpang', 'goride', 't', 'co', 'zdtfzpfjbd']",2
2023-07-17 08:53:10+00:00,"['selamat', 'siang', 'kak', 'pake', 'allianz', 'asuransi', 'kesehatan', 'allianz', 'dm', 'ya', 'thanks', 'kak']",4
2023-07-17 08:29:17+00:00,"['halo', 'kak', 'maaf', 'tntg', 'perihal', 'tweet', 'kakak', 'tntg', 'asuransi', 'berkenan', 'sharing', 'tntg', 'produk', 'allianz', 'kakak', 'terima', 'kasih', 'nya', 'kakkk']",2
2023-07-17 07:48:31+00:00,"['selamat', 'siang', 'kak', 'cari', 'asuransi', 'kesehatan', 'asuransi', 'jiwa', 'allianz', 'dm', 'yaa', 'manfaatnya', 'kak']",4
2023-07-17 07:19:12+00:00,"['hallo', 'kak', 'seputar', 'asuransi', 'allianz', 'dm', 'ya']",4
2023-07-16 03:45:16+00:00,"['selamat', 'siang', 'kak', 'business', 'partner', 'allianz', 'kalo', 'asuransi', 'kesehatan', 'allianz', 'dm', 'aja', 'yaa', 'kak', 'thankyou']",4
2023-07-15 17:40:31+00:00,"['hallo', 'kak', 'pakai', 'allianz', 'asuransi', 'kesehatan', 'kalo', 'dm', 'yaa', 'thanks', 'kak']",2
2023-07-15 16:35:06+00:00,"['hallo', 'kak', 'rekomendasikan', 'allianz', 'nih', 'sebgai', 'asuransi', 'kakak', 'company', 'profile', 'nya', 'udah', 'kuat', 'amp', 'sehat', 'udah', 'berdiri', 'nya', 'urusan', 'klaim', 'so', 'far', 'cepat', 'dibayarkan', 'dm', 'check', 'dm', 'ya']",2
2023-07-15 15:01:33+00:00,"['beralih', 'allianz', 'jualan', 'produk', 'asuransi', 'masuk', 'gak', 'gampang', 'income', 'gampangan', 't', 'co', 'jzqgyjvnd', 'kerja', 'fleksibel', 'lingkungan', 'tentukan']",2
2023-07-15 13:44:26+00:00,"['informasi', 'asuransi', 'kesehatan', 'allianz', 'limit', 'm', 'thn', 'dm', 'produk', 'manfaatnya', 'asuransiallianz', 'agentasuransibekasi', 'allianzsyariah', 'asuransikesehatan', 'asuransijiwa']",2
2023-07-15 11:21:42+00:00,"['daftar', 'asuransi', 'allianz', 'yuks', 'klo', 'dah', 'terlambat', 'repot', 'yg', 'sakit', 'keluarga', 'penghasilan', 'stop', 'karna', 'dah', 'ga', 'kerja', 'akibat', 'sakit', 'kritis', 'meninggal', 'sampe', 'sakit', 'kritis', 'kecelakaan', 'berat', 'donasi', 'org', 'jual', 'rumah', 'kuras', 'tabungan', 'biarkan', 't', 'co', 'rdfnckny']",2
2023-07-15 11:21:41+00:00,"['daftar', 'asuransi', 'allianz', 'yuks', 'klo', 'dah', 'terlambat', 'repot', 'yg', 'sakit', 'keluarga', 'penghasilan', 'stop', 'karna', 'dah', 'ga', 'kerja', 'akibat', 'sakit', 'kritis', 'meninggal', 'sampe', 'sakit', 'kritis', 'kecelakaan', 'berat', 'donasi', 'org', 'jual', 'rumah', 'kuras', 'tabungan', 'biarkan', 't', 'co', 'jkhqvpuxgk']",2
2023-07-15 05:11:18+00:00,"['allianz', 'perusahaan', 'asuransi', 'sih']",1
2023-07-15 04:49:58+00:00,"['gojek', 'allianz', 'perlindungan', 'asuransi', 'penumpang', 'goride', 'gojek', 'asuransi', 'penumpangnya', 't', 'co', 'tyothvaz']",2
2023-07-15 04:05:57+00:00,"['iyap', 'asuransi', 'kesehatan', 'tunggunya', 'penyakit', 'sebulan', 'kanker', 'penyakit', 'katastropik', 'penyakit', 'khusus', 'berhubungan', 'life', 'style', 'blh', 'dm', 'klik', 'link', 'bio', 'wa', 'tertarik', 'dgn', 'allianz', 't', 'co', 'gzecrlce']",2
2023-07-15 03:46:35+00:00,"['mjb', 'kenalin', 'bene', 'dr', 'allianz', 'kalo', 'kakak', 'asuransi', 'yg', 'bagus', 'baiknya', 'liat', 'perusahaannya', 'kuat', 'ngga', 'kak', 'jgn', 'terjebak', 'dgn', 'harga', 'murah', 'tp', 'ga', 'dipake', 'hehe', 'kalo', 'kakak', 'konsultasi', 'sm', 'click', 'link', 'ya', 't', 'co', 'otnkrwfhyi', 'thanks', 'kak']",2
2023-07-15 03:40:59+00:00,"['mjb', 'kenalin', 'bene', 'dr', 'allianz', 'butuhnya', 'asuransi', 'jiwa', 'kesehatan', 'kak', 'rekomendasiin', 'produk', 'yg', 'bagus', 'kaka', 'kalo', 'tertarik', 'dm', 'ya', 'kak', 'thanks']",2
2023-07-15 03:33:28+00:00,"['mjb', 'kenalin', 'kak', 'bene', 'dr', 'allianz', 'kalo', 'kakak', 'tau', 'benefit', 'kalo', 'asuransi', 'allianz', 'besaran', 'preminya', 'dm', 'ya', 'kak', 'bantu']",2
2023-07-15 02:18:40+00:00,"['gojek', 'allianz', 'perlindungan', 'asuransi', 'penumpang', 'goride', 't', 'co', 'bkvmgfnwu', 'via']",2
2023-07-14 10:00:23+00:00,"['selamat', 'sore', 'kak', 'allianz', 'asuransi', 'kesehatan', 'kakaknya', 'asuransi', 'jiwa', 'asuransi', 'kesehatan', 'dm', 'yaa', 'thanks']",2
2023-07-14 09:39:24+00:00,"['dm', 'konsultasi', 'seputar', 'kebutuhan', 'asuransi', 'kakak', 'ya', 'bantu', 'cocokan', 'kebutuhan', 'kakak', 'produk', 'allianz']",1
2023-07-14 01:57:26+00:00,"['asuransi', 'tradisional', 'murni', 'allianz', 'proteksi', 'usia', 'th', 'loh', 'pastinya', 'sesuai', 'tagihan', 'amp', 'cashless', 'premi', 'udah', 'murah', 'dibanding', 'produk', 'unitlink', 'info', 'klik', 'link', 'yap', 't', 'co', 'zekexeorm', 't', 'co', 'smbxezpkx']",2
2023-07-13 18:51:05+00:00,"['alhamdulillah', 'kartu', 'ajaib', 'allianz', 'ditangan', 'semangat', 'cari', 'duit', 'bayara', 'asuransi']",2
2023-07-13 16:30:02+00:00,"['allianz', 'indonesia', 'ajak', 'media', 'berkolaborasi', 'genjot', 'literasi', 'penetrasi', 'asuransi', 't', 'co', 'vnorzmoyq']",2
2023-07-13 07:10:05+00:00,"['laporan', 'perusahaan', 'asuransi', 'professional', 'indemnity', 'pi', 'allianz', 'global', 'corporate', 'amp', 'specialty', 'agcs', 'mengidentifikasi', 'tren', 'liability', 'berkembang', 't', 'co', 'anzqxlls']",1
2023-07-13 02:48:59+00:00,"['selamat', 'pagi', 'kak', 'ak', 'pake', 'allianz', 'asuransi', 'kesehatannya', 'asuransi', 'kesehatan', 'asuransi', 'jiwa', 'allianz', 'dm', 'yaa', 'thank', 'you', 'kak']",2
2023-07-12 16:24:03+00:00,"['status', 'darurat', 'covid', 'dicabut', 'allianz', 'utama', 'bisnis', 'asuransi', 'perjalanan', 'moncer', 't', 'co', 'ktbctgwxw']",2
2023-07-12 14:03:23+00:00,"['hallo', 'kak', 'banget', 'rekomendasikan', 'asuransi', 'jiwa', 'tradisional', 'allianz', 'legacy', 'pro', 'bayarnya', 'bs', 'sesuai', 'cek', 'dm', 'ya', 't', 'co', 'uufoxgyj']",2
2023-07-12 01:24:39+00:00,"['hallo', 'kak', 'perkenalkan', 'alfredo', 'agen', 'fulltime', 'allianz', 'merekomendasikan', 'allianz', 'asuransi', 'kesehatan', 'kakak', 'detailnya', 'dm', 'ya', 't', 'co', 'cvymtdee']",2
2023-07-11 18:45:03+00:00,"['hai', 'kak', 'kenalin', 'rocky', 'konsultan', 'asuransinya', 'allianz', 'allianz', 'produk', 'asuransi', 'jiwa', 'cocok', 'dijadikan', 'warisan', 'loh', 'namanya', 'legacy', 'pro', 'pembayaran', 'thn', 'pertanggungan', 'thn', 'lem', 'me', 'know', 'interest', 'ya', 'thankyou', 't', 'co', 'gftwcvqbc']",2
2023-07-11 16:19:58+00:00,"['selamat', 'malam', 'kak', 'allianz', 'asuransi', 'jiwa', 'pembayaran', 'premi', 'uang', 'pertanggungannya', 'disesuaikan', 'kebutuhan', 'dm', 'yaa']",1
2023-07-11 15:45:04+00:00,"['udah', 'nyari', 'tau', 'asuransi', 'jiwa', 'allianz', 'belom', 'kak']",2
2023-07-11 14:45:08+00:00,"['make', 'sure', 'ya', 'kak', 'hidupnya', 'bergantung', 'penghasilan', 'kakak', 'biar', 'tau', 'kedepan', 'nya', 'ambil', 'up', 'jiwa', 'banget', 'allianz', 'asuransi', 'jiwa', 'tradisional', 'legacy', 'pro', 'bayarnya', 'bs', 'sesuai', 'cek', 'dm', 'ya']",2
2023-07-11 08:07:14+00:00,"['implementasi', 'strategi', 'komersial', 'terpadu', 'melayani', 'kemajuan', 'segmen', 'komersial', 'allianz', 'mengukuhkan', 'christian', 'sandric', 'pemimpin', 'regional', 'wilayah', 'pertumbuhan', 'asia', 't', 'co', 'gnsivbzv']",1
2023-07-11 06:38:48+00:00,"['selamat', 'siang', 'kak', 'business', 'partnernya', 'allianz', 'konsultasi', 'asuransi', 'allianz', 'dm', 'ya', 'kak', 'terima', 'kasih']",2
2023-07-11 06:36:28+00:00,"['hallo', 'selamat', 'siang', 'kak', 'ya', 'kak', 'kalo', 'konsultasi', 'manfaat', 'cek', 'premi', 'asuransi', 'allianz', 'dm', 'klik', 'link', 'wa', 'terimakasih', 'kak']",2
2023-07-11 06:08:07+00:00,"['hallo', 'kak', 'perkenalkan', 'alfredo', 'agen', 'fulltime', 'allianz', 'merekomendasikan', 'allianz', 'asuransi', 'kesehatan', 'kakak', 'nih', 'feel', 'free', 'ketuk', 'dm', 'via', 'wa', 'dibio', 'ya', 't', 'co', 'cvymtdee']",2
2023-07-11 04:49:42+00:00,"['maaf', 'banget', 'oot', 'temen', 'temen', 'freelance', 'butuh', 'proteksi', 'kesehatan', 'proteksi', 'pendapatan', 'jaminan', 'warisan', 'bahwak', 'quatum', 'wakaf', 'monggo', 'aja', 'agen', 'stefanus', 'asuransi', 'allianz', 'syariah', 'stefanus', 'syariah', 'menarik', 'gak', 'tuh']",2
2023-07-10 13:37:23+00:00,"['total', 'claim', 'yg', 'dibayarkan', 'asuransi', 'allianz', 'full', 'cover', 'rp', 'jt', 'claim', 'yg', 'dibayarkan', 'premi', 'yg', 'masuk', 'allianz', 'terima', 'kasih', 'allianz', 'yuk', 'proteksi', 'mu', 't', 'co', 'sblqhndqu']",2
2023-07-10 13:37:23+00:00,"['bersyukur', 'tuhan', 'tim', 'bantu', 'nasabah', 'claim', 'kartu', 'rs', 'cashless', 'nasabah', 'didiagnosa', 'bakteri', 'virus', 'dipencernaan', 'hrs', 'rawat', 'inap', 'tgl', 'juli', 'eka', 'hospital', 'bsd', 'bersyukur', 'nasabah', 'memutuskan', 'utk', 'ambil', 'asuransi', 'allianz', 'bln', 'yg', 't', 'co', 'megdnjwi']",2
2023-07-10 02:24:38+00:00,"['premi', 'ya', 'asuransi', 'swasta', 'mahal', 'bandingkan', 'bpjs', 'asuransi', 'swasta', 'yg', 'cover', 'kecelakaan', 'korban', 'kejahatan', 'panin', 'dai', 'ichi', 'life', 'prudential', 'allianz', 'manulife']",2
2023-07-09 12:56:12+00:00,"['kerja', 'lingkungan', 'mendukung', 'leaders', 'teamwork', 'harmonis', 'hasilnya', 'asuransi', 'asuransiallianz', 'allianz', 'agenasuransiallianz', 'agenasuransi', 'businessmillenial', 'businesscouple', 'finansialfreedom', 'timefreedom', 'loker', 't', 'co', 'diepevvsm']",2
2023-07-09 12:16:46+00:00,"['sampe', 'yah', 'nguras', 'tabungan', 'huhuhuhu', 'allianz', 'asuransi', 'asuransikesehatan', 'asuransijiwa', 'danadarurat', 'asuransigratis', 't', 'co', 'nxugo']",2
2023-07-09 09:15:40+00:00,"['set', 'aside', 'kualitas', 'bpjs', 'asuransi', 'emang', 'gitu', 'gratis', 'bayar', 'mahal', 'sekelas', 'allianz', 'aja', 'peraturannya', 'ketat', 'klaim']",2
2023-07-08 14:28:36+00:00,"['selamat', 'malam', 'kak', 'asuransi', 'jiwa', 'yaa', 'produk', 'asuransi', 'jiwa', 'allianz', 'nih', 'untun', 'dm', 'yaa']",2
2023-07-08 04:49:48+00:00,"['alvin', 'lim', 'divonis', 'terkait', 'pemalsuan', 'dokumen', 'asuransi', 'allianz', 't', 'co', 'foaaxz', 't', 'co', 'jopchlsj']",2
2023-07-07 15:46:34+00:00,"['agent', 'sales', 'asuransi', 'manulife', 'prudential', 'allianz', 'semacamnya']",1
2023-07-07 04:23:48+00:00,"['lowongan', 'kerja', 'tamatan', 's', 'pt', 'asuransi', 'allianz', 'life', 'indonesia', 'medan', 'juli', 'posisi', 'dibutuhkan', 'allianz', 'bancassurance', 'info', 'lengkap', 'klik', 'link', 't', 'co', 'euuldilee', 'tgl', 'loker', 'juli', 'lokermedan', 'medanloker', 'carilokermedan', 'lokersumut', 'karirmedan']",2
2023-07-06 14:37:51+00:00,"['emang', 'sih', 'kadang', 'asuransi', 'kantor', 'minim', 'limit', 'manfaatnya', 'better', 'buka', 'asuransi', 'pribadi', 'yg', 'sesuai', 'budget', 'diluar', 'asuransi', 'kantor', 'allianz', 'bantu', 'bikinin', 'asuransi', 'yg', 'sesuai', 'budget', 'cashflow', 'nih', 'ngobrol', 'via', 'dm', 'ya', 'kak']",2
2023-07-06 14:31:23+00:00,"['alasan', 'utama', 'orang', 'asuransi', 'jiwa', 'ya', 'manusia', 'meninggal', 'butuh', 'biaya', 'makam', 'kremasi', 'rumah', 'duka', 'dll', 'bgt', 'allianz', 'asuransi', 'jiwa', 'legacy', 'pro', 'membantu', 'banget', 'deh', 'murah', 'benefit', 'berlimpah']",2
2023-07-06 10:19:29+00:00,"['ok', 'menit', 'saldo', 'giveaway', 'maaf', 'closingan', 'asuransi', 'jiwa', 'amp', 'kesehatan', 'allianz', 'terlambat', 't', 'co', 'ypvfmxlb']",2
2023-07-04 07:53:37+00:00,"['klo', 'rajin', 'menabung', 'asuransi', 'undangan', 'allianz', 'arena']",1
2023-07-04 05:54:16+00:00,"['a', 'asuransi', 'jiwa', 'm', 'premi', 'jt', 'bln', 'memilih', 'pembayaran', 'sehat', 'sehat', 'aja', 'terkena', 'sakit', 'kritis', 's', 'd', 'kdpn', 'premi', 'nya', 'bayarkan', 'allianz']",2
2023-07-04 05:52:03+00:00,"['kenalin', 'nih', 'produk', 'asuransi', 'jiwa', 'tradisional', 'allianz', 'legacy', 'pro', 'dimana', 'fitur', 'fitur', 'menarik']",2
2023-07-03 10:32:35+00:00,"['allianz', 'mengcover', 'kecelakaan', 'tunggu', 'yuk', 'miliki', 'proteksi', 'asuransi', 'memprediksi', 'resiko', 'feel', 'free', 'to', 'dm', 'ya', 'guys', 't', 'co', 'ujtemcdeh']",2
2023-07-02 12:08:50+00:00,"['satunya', 'warisan', 'instan', 'asuransi', 'jiwa', 'langsung', 'cair', 'ahli', 'waris', 'bayar', 'pajak', 'nama', 'dll', 'asuransi', 'jiwa', 'allianz', 'yg', 'launching', 'bernamakan', 'legacy', 'pro', 'bayar']",1
2023-07-01 18:04:36+00:00,"['asuransi', 'travel', 'yg', 'oke', 'mas', 'ariev', 'cari', 'cari', 'allianz', 'pakai', 'nggak', 'share', 'dikit', 'link', 'blog', 'nggak', 'pandemi', 'negeri', 'khawatir', 'yg', 'pandemi']",2
2023-06-30 17:13:21+00:00,"['testimoni', 'rawat', 'inap', 'nasabah', 'pekerjaan', 'mulia', 'impian', 'millenial', 'gak', 'diperbudak', 'korporat', 'jenjang', 'karir', 'menjanjikan', 'bergabung', 'dm', 'loker', 'businessmillenial', 'allianz', 'klaimallianz', 'asuransi', 'agenasuransi', 't', 'co', 'qdausxsn']",2
2023-06-30 13:20:00+00:00,"['bayangin', 'ga', 'asuransi', 'pribadi', 'uang', 'm', 'cari', 'dimana', 'jual', 'aset', 'pinjem', 'uang', 'sumbangan', 'memiliki', 'allianz', 'premi', 'membayarkan', 'perawatan', 'm', 'bener', 'dinamakan', 'financial', 'security']",2
2023-06-30 08:10:05+00:00,"['nih', 'allianz', 'nanya', 'bukti', 'buktinya', 'produk', 'asuransi', 'jiwa', 'tradisional', 'legacy', 'dimana', 'bayar', 'bs', 'thn', 'sesuai', 'pembebasan', 'premi', 'tertanggung', 'kena', 'sakit', 'kritis', 'pertanggungan', 'nya', 'usia', 'thn', 't', 'co', 'qqjrsstuxm']",2
2023-06-30 05:55:54+00:00,"['tambahan', 'proses', 'klaim', 'asuransi', 'jiwa', 'allianz', 'cc', 't', 'co', 'lmbafnong']",1
2023-06-30 04:06:59+00:00,"['oh', 'iya', 'nih', 'asuransi', 'jiwa', 'tradisional', 'allianz', 'legacy', 'pro', 'allianz', 'bayar', 'nya', 'bs', 'thn', 'sesuai', 'nya', 'bayar', 'brp', 'fitur', 'pembebasan', 'premi', 'amit', 'amit', 'tertanggung', 'kena', 'sakit', 'kritis', 'usia', 'pertanggungan', 'usia', 'thn', 'feel', 'free', 'ya', 't', 'co', 'xvbkxjq']",2
2023-06-30 02:30:22+00:00,"['yes', 'bener', 'banget', 'setuju', 'biar', 'at', 'least', 'ga', 'merepotkan', 'nih', 'asuransi', 'jiwa', 'tradisional', 'allianz', 'legacy', 'pro', 'allianz', 'bayar', 'nya', 'bs', 'thn', 'sesuai', 'nya', 'bayar', 'brp', 'fitur', 'pembebasan', 'premi', 'amit', 'amit', 'tertanggung', 'kena', 'sakit', 'kritis', 't', 'co', 'wqmutyokxb']",2
2023-06-30 02:26:37+00:00,"['tergantung', 'produk', 'ambil', 'kak', 'nih', 'asuransi', 'jiwa', 'tradisional', 'allianz', 'legacy', 'pro', 'allianz', 'bayar', 'nya', 'bs', 'thn', 'sesuai', 'nya', 'bayar', 'brp', 'fitur', 'pembebasan', 'premi', 'amit', 'amit', 'tertanggung', 'kena', 'sakit', 'kritis', 'usia', 'pertanggungan', 'usia', 'thn', 't', 'co', 'thbgvxyrpr']",2
2023-06-30 01:24:18+00:00,"['hallo', 'kak', 'nih', 'asuransi', 'jiwa', 'tradisional', 'allianz', 'legacy', 'pro', 'allianz', 'bayar', 'nya', 'bs', 'thn', 'sesuai', 'nya', 'bayar', 'brp', 'fitur', 'pembebasan', 'premi', 'amit', 'amit', 'tertanggung', 'kena', 'sakit', 'kritis', 'usia', 'pertanggungan', 'usia', 'thn', 't', 'co', 'cflasjq']",2
2023-06-29 18:26:56+00:00,"['malam', 'kak', 'asuransi', 'jiwa', 'juni', 'allianz', 'produk', 'bernama', 'legacy', 'pro', 'dimana', 'pembayaran', 'premi', 'seumur', 'hidup', 'premi', 'dm', 'kak', 'thanks']",1
2023-06-29 18:21:00+00:00,"['malam', 'kak', 'allianz', 'produk', 'asuransi', 'jiwa', 'nih', 'pembayaran', 'premi', 'pilih', 'bayar', 'premi', 'kalah', 'dm', 'yaa', 'thanks', 'kak']",2
2023-06-29 17:05:00+00:00,"['allianz', 'sih', 'produk', 'asuransi', 'jiwa', 'tradisional', 'legacy', 'pro', 'usia', 'premi', 'nya', 'bayar', 'up', 'jiwanya', 'yg', 'dapatkan', 'm', 'usia', 'nya', 'diatas', 'tambahan', 'total', 'm']",1
2023-06-29 14:53:21+00:00,"['butuh', 'tidaknya', 'asuransi', 'jiwa', 'tergantung', 'kebutuhan', 'tanggungan', 'adik', 'butuh', 'banget', 'ka', 'allianz', 'loh', 'produk', 'khusus', 'asuransi', 'jiwa', 'traditional', 'namanya', 'legacy', 'pro', 'ngobrol', 'via', 'dm', 'ya', 'kak']",2
2023-06-29 14:49:33+00:00,"['hai', 'ka', 'kenalin', 'rocky', 'insurance', 'advisornya', 'allianz', 'allianz', 'adaloh', 'khusus', 'asuransi', 'jiwa', 'nama', 'produknya', 'legacy', 'pro', 'murah', 'benefitnya', 'premi', 'tergantung', 'manfaat', 'ya', 'bincang', 'bgt', 'via', 'dm', 'cek', 't', 'co', 'ujtemcdeh']",2
2023-06-29 14:48:15+00:00,"['hai', 'ka', 'kenalin', 'rocky', 'insurance', 'advisornya', 'allianz', 'allianz', 'adaloh', 'khusus', 'asuransi', 'jiwa', 'nama', 'produknya', 'legacy', 'pro', 'murah', 'benefitnya', 'claim', 'agen', 'perusahaannya', 'allianz', 'aman', 'hehe', 't', 'co', 'ujtemcdeh']",2
2023-06-29 14:46:00+00:00,"['baca', 'threadnya', 'ya', 'bener', 'asuransi', 'jiwa', 'emang', 'nguntungin', 'orang', 'biayain', 'ortu', 'anak', 'adik', 'pasangan', 'dll', 'seengganya', 'ninggalin', 'warisan', 'lanjutin', 'kehidupannya', 'gw', 'cmn', 'rb', 'dapet', 'jt', 'allianz', 'p']",2
2023-06-29 11:10:52+00:00,"['kadang', 'jin', 'kadang', 'asuransi', 'kak', 'a', 'k', 'a', 'allianz']",2
2023-06-29 05:28:12+00:00,"['oh', 'ya', 'berbicara', 'asuransi', 'jiwa', 'allianz', 'life', 'indonesia', 'meluncurkan', 'legacy', 'pro', 'produk', 'asuransi', 'jiwa', 'tradisional', 'khusus', 'dirancang', 'warisan']",1
2023-06-29 03:53:07+00:00,"['hallo', 'kak', 'nih', 'asuransi', 'jiwa', 'tradisional', 'allianz', 'legacy', 'pro', 'allianz', 'bayar', 'nya', 'bs', 'thn', 'sesuai', 'nya', 'bayar', 'brp', 'fitur', 'pembebasan', 'premi', 'amit', 'amit', 'tertanggung', 'kena', 'sakit', 'kritis', 'usia', 'pertanggungan', 'usia', 'thn', 't', 'co', 'dmsuzjzgz']",2
2023-06-29 03:49:24+00:00,"['hallo', 'kak', 'nih', 'asuransi', 'jiwa', 'tradisional', 'allianz', 'legacy', 'pro', 'allianz', 'bayar', 'nya', 'bs', 'thn', 'sesuai', 'nya', 'bayar', 'brp', 'fitur', 'pembebasan', 'premi', 'amit', 'amit', 'tertanggung', 'kena', 'sakit', 'kritis', 'usia', 'pertanggungan', 'usia', 'thn', 't', 'co', 'xbrogngp']",1
2023-06-28 05:17:05+00:00,"['hallo', 'kak', 'cari', 'yg', 'terbaik', 'sejagat', 'raya', 'sih', 'ga', 'habis', 'ya', 'compare', 'nya', 'pastiin', 'aja', 'company', 'profile', 'nya', 'agen', 'nya', 'gmn', 'btw', 'kenalin', 'alfredo', 'agen', 'fulltime', 'allianz', 'tau', 'seputar', 'asuransi', 'kesehatan', 'allianz', 'feel', 'free', 'dm', 'ya']",2
2023-06-28 05:13:40+00:00,"['selamat', 'siang', 'kak', 'allianz', 'manfaat', 'asuransi', 'kesehatan', 'allianz', 'preminya', 'dm', 'wa', 'link', 'bio', 'yaa', 'terima', 'kasih', 'kak']",2
2023-06-27 16:50:21+00:00,"['nemu', 'dah', 'tu', 'namanya', 'allianz', 'gue', 'ketawa', 'banget', 'hanbin', 'asuransi', 'terjamin', 't', 'co', 'vlgaywqki']",2
2023-06-27 10:01:25+00:00,"['halo', 'bosque', 'pilarmas', 'meet', 'the', 'expert', 'kali', 'ditemani', 'hestia', 'ade', 'faruk', 'business', 'partner', 'pt', 'allianz', 'life', 'indonesia', 'tonton', 'bosque', 'tau', 'apasih', 'asuransi', 'kehidupan', 'amp', 'full', 't', 'co', 'uhswjnxvey', 't', 'co', 'hbozsmvfmf']",2
2023-06-27 09:57:42+00:00,"['halo', 'kak', 'kenalin', 'rocky', 'insurance', 'advisornya', 'allianz', 'asuransi', 'kesehatan', 'allianz', 'the', 'best', 'loh', 'pribadi', 'pakai', 'disesuaikan', 'dgn', 'kepentingan', 'calon', 'nasabah', 'bs', 'bantu', 'kak', 'dm', 'ya', 'ngobrol']",1
2023-06-27 09:54:54+00:00,"['kadang', 'sbg', 'nasabah', 'cek', 'isi', 'polis', 'kak', 'masuk', 'agent', 'yg', 'full', 'isi', 'asuransinya', 'allianz', 'skrg', 'produk', 'namanya', 'legacy', 'pro', 'khusus', 'asuransi', 'jiwa', 'asuransi', 'yg', 'khusus', 'sakit', 'kritis', 'dll']",1
2023-06-26 06:52:36+00:00,"['nasabah', 'bersyukur', 'asuransi', 'allianz', 'amp', 'layanan', 'yg', 'excellent', 'bayar', 'sepeserpun', 'thank', 'you', 'allianz', 'you', 're', 'the', 'best', 't', 'co', 'sblqhndqu']",2
2023-06-26 06:52:09+00:00,"['bersyukur', 'bantu', 'claim', 'cashless', 'nasabah', 'lancar', 'cair', 'tdk', 'kendala', 'nasabah', 'usia', 'th', 'menjalani', 'operasi', 'adenoid', 'hypertrophy', 'peradangan', 'amandel', 'mount', 'elizabeth', 'n', 'hospital', 'singapore', 'bill', 'operasi', 'amp', 'rumah', 'sakit', 'total', 'sgd', 'rp', 'lancar', 'dibayarkan', 'asuransi', 'allianz', 't', 'co', 'nkdnd']",1
2023-06-25 18:46:47+00:00,"['pake', 'asuransi', 'mudah', 'kak', 'kalo', 'tau', 'prosedurnya', 'btw', 'aktif', 'pake', 'allianz', 'tinggal', 'gesek', 'aja']",4
2023-06-25 10:22:21+00:00,"['hallo', 'selamat', 'sore', 'kak', 'salah', 'agen', 'allianz', 'kakaknya', 'manfaat', 'asuransi', 'kesehatan', 'allianz', 'preminya', 'dm', 'ya', 'kak', 'terima', 'kasih']",4
2023-06-25 05:29:51+00:00,"['pengalaman', 'pake', 'asuransi', 'allianz']",0
2023-06-25 05:24:58+00:00,"['hallo', 'allianz', 'tertarik', 'asuransi', 'kesehatan', 'allianz', 'polisnya']",2
2023-06-23 13:45:58+00:00,"['product', 'terbaru', 'allianz', 'legacy', 'pro', 'khusus', 'juni', 'product', 'booming', 'pasaran', 'amp', 'manfaat', 'terbaik', 'wa', 'allianz', 'asuransijiwa', 'legacypro', 'asuransi', 'asuransilegacypro', 'asuransiterbaik', 'manfaatterbaik', 'promo', 't', 'co', 'idyoymkz']",2
2023-06-23 07:16:47+00:00,"['hallo', 'kak', 'rekomendasikan', 'allianz', 'nih', 'asuransi', 'kesehatan', 'keluarga', 'kakak', 'bedanya', 'sih', 'asuransi', 'biar', 'limitnya', 'ga', 'jdi', 'in', 'case', 'amit', 'dibutuhkan', 'biar', 'nyaman', 'deh', 'dm', 'detailnya', 'ya']",1
2023-06-23 05:46:16+00:00,"['hallo', 'besok', 'udah', 'weekend', 'aja', 'nih', 'but', 'anyway', 'udah', 'gajian', 'ya', 'gimana', 'budgeting', 'premi', 'asuransi', 'udah', 'masuk', 'list', 'allianz', 'allianzindonesia', 't', 'co', 'joykp']",2
2023-06-23 01:48:31+00:00,"['asuransi', 'jiwa', 'yg', 'terjangkau', 'proteksinya', 'bole', 'dilirik', 'allianz', 'legacy', 'pro', 'proteksi', 'usia', 'promo', 'juni', 'bonus', 'up', 't', 'co', 'eqlczsfhd']",2
2023-06-22 15:47:30+00:00,"['kalo', 'gimana', 'ketagihan', 'agen', 'asuransi', 'membantu', 'orang', 'resiko', 'hidup', 'pekerjaan', 'mulia', 'menolong', 'orang', 'membantu', 'agenasuransi', 'agenasuransiallianz', 'asuransi', 'asuransiallianz', 'allianz', 'allianzindonesia', 't', 'co', 'uvelfvfkbq']",2
2023-06-22 06:09:10+00:00,"['cari', 'asuransi', 'perjalanan', 'negri', 'allianz', 'klik', 'brosur', 't', 'co', 'kklvdlicy', 'info', 'wa', 'yaps', 'thankyouw', 't', 'co', 'gxqystvtg']",2
